Collection_Number,Year of collection,Age,Ocean,Region,Locality,Order,Family,genus,cf. genus,species,subspecies,cf. species,Complete_name,total_length_cm,standard_length_cm,number_of_otoliths,left otolith length mm,right otolith length mm,Author_species,Collector,Compiler
,,Recent,Caribbean,Bocas del Toro,,Atheriniformes,Atherinidae,Atherinomorus,,stipes,,,Atherinomorus stipes,4.068,3.39,1,,1.98,,Brigida De Gracia,Aaron O'Dea
,,Recent,Caribbean,Bocas del Toro,,Atheriniformes,Atherinidae,Atherinomorus,,stipes,,,Atherinomorus stipes,4.367,3.617,1,,2.03,,Brigida De Gracia,Aaron O'Dea
,,Recent,Caribbean,Bocas del Toro,,Atheriniformes,Atherinidae,Atherinomorus,,stipes,,,Atherinomorus stipes,4.714,3.594,1,,1.99,,Brigida De Gracia,Aaron O'Dea
,,Recent,Caribbean,Bocas del Toro,,Atheriniformes,Atherinidae,Atherinomorus,,stipes,,,Atherinomorus stipes,4.273,3.301,1,,1.89,,Brigida De Gracia,Aaron O'Dea
OTO-296-16,2013,Recent,Caribbean,Bocas del Toro,Isla Colon,Syngnathiformes,Aulostomidae,Aulostomus,,maculatus,,,Aulostomus maculatus ,52.5,,2,,,"Valenciennes, 1841",Marcos Alvarez,Maria Concepcion
OTO-505-01,8/16/2023,Recent,Pacific,Panama,Muelle Naos,Perciformes,Balistidae,Balistes,,polylepis,,,Balistes polylepis,16.5,13.1,2,2.2,1.99,"Steindachner, 1876",Carlos Bonilla,Brigida de Gracia
OTO-505-02,8/16/2023,Recent,Pacific,Panama,Muelle Naos,Perciformes,Balistidae,Balistes,,polylepis,,,Balistes polylepis,17.3,14,2,2.02,2,"Steindachner, 1876",Carlos Bonilla,Brigida de Gracia
OTO-505-03,31-08-2023,Recent,Pacific,Panama,Saboga,Perciformes,Balistidae,Pseudobalistes,,naufragium,,,Pseudobalistes naufragium,37.6,30.8,2,4,4,"Jordan & Starks, 1895",Hannah Rempel,Brigida de Gracia
OTO-505-04,1/9/2023,Recent,Pacific,Panama,Saboga,Perciformes,Balistidae,Pseudobalistes,,naufragium,,,Pseudobalistes naufragium,59.6,48.7,2,4,4.03,"Jordan & Starks, 1895",Phillip Sanchez,Brigida de Gracia
OTO-226-17,N/A,Recent,Caribbean,Guna Yala,,Batrachoidiformes,Batrachoididae,Amphichthys,,cryptocentrus,,,Amphichthys cryptocentrus ,,,2,,,"Valenciennes in Cuvier Valenciennes, 1837 ",Desconocido,Maria Concepcion
OTO-226-18,N/A,Recent,Caribbean,Guna Yala,,Batrachoidiformes,Batrachoididae,Sanopus,,barbatus,,,Sanopus barbatus ,,,1,,,"Meek & Hildebrand, 1928",Desconocido,Maria Concepcion
OTO-226-19,10/4/2013,Recent,Caribbean,Bocas del Toro,Isla Colon,Batrachoidiformes,Batrachoididae,Opsanus,,beta,,,Opsanus beta ,33.5,29,2,,,"Goode & Bean, 1880",Marcos Alvarez,Maria Concepcion
OTO-226-19,12/9/2023,Recent,Caribbean,Bocas del Toro,"Stri Point, Muelle",Batrachoidiformes,Batrachoididae,Amphichthys,,cryptocentrus,,,Amphichthys cryptocentrus,30,26,2,8.05,7.31,"Valenciennes in Cuvier & Valenciennes, 1837",Brigida De Gracia,Brigida de Gracia
OTO-226-20,12/9/2023,Recent,Caribbean,Bocas del Toro,"Stri Point, Muelle",Batrachoidiformes,Batrachoididae,Amphichthys,,cryptocentrus,,,Amphichthys cryptocentrus,33.5,29.5,2,8.44,6.93,"Valenciennes in Cuvier & Valenciennes, 1837",Brigida De Gracia,Brigida de Gracia
OTO-226-861,2017,Recent,Caribbean,Bocas del Toro,Airport Point,Batrachoidiformes,Batrachoididae,Amphichthys,,cryptocentrus,,,Amphichthys cryptocentrus ,4.43,3.646,1,,,"Valenciennes in Cuvier & Valenciennes, 1837",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-255-20,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Beloniformes,Belonidae,Platybelone,,argalus,argalus,,Platybelone argalus argalus,32.5,,2,,,"Lesueur, 1821",Marcos Alvarez,Maria Concepcion
OTO-255-21,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Beloniformes,Belonidae,Platybelone,,argalus,argalus,,Platybelone argalus argalus,31,,2,,,"Lesueur, 1821",Marcos Alvarez,Maria Concepcion
OTO-255-22,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Beloniformes,Belonidae,Platybelone,,argalus,argalus,,Platybelone argalus argalus,29,,2,,,"Lesueur, 1821",Marcos Alvarez,Maria Concepcion
OTO-447-524,2017,Recent,Caribbean,Bocas del Toro,Casa Blanca New,Perciformes,Blenniidae,Parablennius,,marmoreus,,,Parablennius marmoreus ,1.663,,2,,,"Poey, 1876",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-447-835,2017,Recent,Caribbean,Bocas del Toro,Airport Point,Perciformes,Blenniidae,Parablennius,,marmoreus,,,Parablennius marmoreus ,3.631,,1,,,"Poey, 1876",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-447-836,2017,Recent,Caribbean,Bocas del Toro,Airport Point,Perciformes,Blenniidae,Parablennius,,marmoreus,,,Parablennius marmoreus ,3.363,,1,,,"Poey, 1876",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-447-837,31-08-2023,Recent,Pacific,Saboga,Saboga,Perciformes,Blenniidae,Ophioblennius,,steindachneri,,,Ophioblennius steindachneri,14.675,11.88,2,2.23,2.21,"Jordan & Evermann, 1898",Brigida De Gracia,Brigida de Gracia
OTO-223-481,2017,Recent,Caribbean,Bocas del Toro,Airport Point,Ophidiiformes,Bythitidae,Ogilbia,cf.,,,,cf.Ogilbia  ,6.52,5.698,1,,,"Cuvier, 1829",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-223-482,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Ophidiiformes,Bythitidae,Ogilbia,cf.,,,,cf.Ogilbia  ,3.65,3.4,2,,,"Cuvier, 1829",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-223-508,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Ophidiiformes,Bythitidae,Ogilbia,cf.,,,,cf.Ogilbia  ,3.45,3.152,2,,,"Cuvier, 1829",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-223-676,2017,Recent,Caribbean,Bocas del Toro,Airport Point,Ophidiiformes,Bythitidae,Ogilbia,cf.,,,,cf.Ogilbia  ,5.059,4.469,1,,,"Cuvier, 1829",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-223-862,2017,Recent,Caribbean,Bocas del Toro,Airport Point,Ophidiiformes,Bythitidae,Ogilbia,cf.,,,,cf.Ogilbia  ,4.008,3.493,2,,,"Cuvier, 1829",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-223-863,2017,Recent,Caribbean,Bocas del Toro,Airport Point,Perciformes,Bythitidae,Ogilbia,cf.,,,,cf.Ogilbia  ,2.684,2.421,1,,,"Cuvier, 1829",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-364-24,2013,Recent,Caribbean,Colón,Sherman,Perciformes,Carangidae,Caranx,,latus,,,Caranx latus ,23.7,,1,,,"Agassiz in Spix & Agassiz, 1831",Desconocido,Maria Concepcion
OTO-364-25,2013,Recent,Caribbean,Colón,Colon,Perciformes,Carangidae,Caranx,,latus,,,Caranx latus ,13.7,,2,,,"Agassiz in Spix & Agassiz, 1831",Desconocido,Maria Concepcion
OTO-364-26,2013,Recent,Caribbean,Colón,Colon,Perciformes,Carangidae,Caranx,,latus,,,Caranx latus ,17.4,,2,,,"Agassiz in Spix & Agassiz, 1831",Desconocido,Maria Concepcion
OTO-364-27,2013,Recent,Caribbean,Colón,San Cristobal,Perciformes,Carangidae,Oligoplites,,saurus,,,Oligoplites saurus ,25.7,,2,,,"Bloch & Schneider, 1801",Desconocido,Maria Concepcion
OTO-364-28,2013,Recent,Caribbean,Colón,San Cristobal,Perciformes,Carangidae,Caranx,,crysos,,,Caranx crysos ,24,,1,,,"Mitchill, 1815",Desconocido,Maria Concepcion
OTO-364-29,1990,Recent,Caribbean,Colón,Colon,Perciformes,Carangidae,Caranx,,crysos,,,Caranx crysos ,25.5,,2,,,"Mitchill, 1815",Desconocido,Maria Concepcion
OTO-364-30,1990,Recent,Caribbean,Colón,Colon,Perciformes,Carangidae,Selene,,vomer,,,Selene vomer ,22.4,,2,,,"Linaeus, 1758","Morais, P",Maria Concepcion
OTO-364-31,2013,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Carangidae,Caranx,,latus,,,Caranx latus ,27,,2,,," Agassiz in Spix & Agassiz, 1831",Marcos Alvarez,Maria Concepcion
OTO-364-32,N/A,Recent,Caribbean,Venezuela,Golfo de Venezuela,Perciformes,Carangidae,Trachurus,,lathami,,,Trachurus lathami ,,,1,,,"Nichols, 1920",Desconocido,Ref. DRepublica O. Aguilera
OTO-364-33,N/A,Recent,Caribbean,Venezuela,Golfo de Venezuela,Perciformes,Carangidae,Chloroscombrus,,chrysurus,,,Chloroscombrus chrysurus ,25.2,,1,,,"Linnaeus, 1766",Desconocido,Ref. DRepublica O. Aguilera
OTO-364-34,N/A,Recent,Caribbean,Venezuela,Golfo de Venezuela,Perciformes,Carangidae,Decapterus,,punctatus,,,Decapterus punctatus ,,,1,,,"Cuvier, 1829",Desconocido,Ref. DRepublica O. Aguilera
OTO-364-35,N/A,Recent,Caribbean,Venezuela,Golfo de Venezuela,Perciformes,Carangidae,Trachurus,,lathami,,,Trachurus lathami ,,,1,,,"Nichols, 1920",Desconocido,Ref. DRepublica O. Aguilera
OTO-364-36,N/A,Recent,Caribbean,Venezuela,Golfo de Venezuela,Perciformes,Carangidae,Selar,,crumenophthalmus,,,Selar crumenophthalmus ,,,1,,,"Bloch, 1793",Desconocido,Ref. DRepublica O. Aguilera
OTO-364-37,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Carangidae,Caranx,,crysos,,,Caranx crysos ,32.39,24.46,2,,,"Mitchill, 1815",Diomedes Sam,Brigida de Gracia
OTO-364-408,2016,Recent,Caribbean,Bocas del Toro,Bahia Almirante,Perciformes,Carangidae,Caranx,,latus,,,Caranx latus ,7.1,,2,,,"Agassiz in Spix & Agassiz, 1831",Orangel Aguilerara/Felix Rodriguez,Brigida de Gracia
OTO-364-409,2016,Recent,Caribbean,Colón,Rio Indio,Perciformes,Carangidae,Selene,,brownii,,,Selene brownii ,,,2,,,"Cuvier, 1816",Michele Pierotti,Brigida de Gracia
OTO-364-416,2016,Recent,Pacific,Cocle/Herrera,Bahía de Parita,Perciformes,Carangidae,Caranx,,caballus,,,Caranx caballus ,27.7,20.4,2,,,"Günther, 1868",Maximo Jimenez,Brigida de Gracia
OTO-364-417,2016,Recent,Pacific,Cocle/Herrera,Bahía de Parita,Perciformes,Carangidae,Caranx,,caballus,,,Caranx caballus ,28.6,21.5,2,,,"Günther, 1868",Maximo Jimenez,Darlenis Cedeño
OTO-364-418,2016,Recent,Pacific,Cocle/Herrera,Bahía de Parita,Perciformes,Carangidae,Caranx,,caninus,,,Caranx caninus ,28,,2,,,"Günther, 1867",Maximo Jimenez,Brigida de Gracia
OTO-364-419,2016,Recent,Pacific,Cocle/Herrera,Bahía de Parita,Perciformes,Carangidae,Caranx,,caninus,,,Caranx caninus ,20.4,,2,,,"Günther, 1867",Maximo Jimenez,Brigida de Gracia
OTO-364-420,2016,Recent,Pacific,Cocle/Herrera,Bahía de Parita,Perciformes,Carangidae,Caranx,,caninus,,,Caranx caninus ,30,,2,,,"Günther, 1867",Maximo Jimenez,Brigida de Gracia
OTO-329-42,1990,Recent,Caribbean,Colón,San Cristobal,Perciformes,Centropomidae,Centropomus,,undecimalis,,,Centropomus undecimalis ,43.3,,2,,,"Bloch , 1792","Morais, P",Maria Concepcion
OTO-329-422,2016,Recent,Pacific,Cocle/Herrera,Bahía de Parita,Perciformes,Centropomidae,Centropomus,,unionensis,,,Centropomus unionensis ,29.5,,2,,,"Bocourt, 1868",Maximo Jimenez,Brigida de Gracia
OTO-329-43,2009,Fossil,Caribbean,Republica Dominicana,Republica Dominicana,Perciformes,Centropomidae,N/A,,,,,,,,1,,,,Jill Leonard-Pingel,Brigida de Gracia
OTO-450-629,2017,Recent,Caribbean,Bocas del Toro,Casa Blanca New,Perciformes,Chaenopsidae,Emblemariopsis,,sp.,,,Emblemariopsis sp.,1.592,,1,,,,Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-450-630,31-08-2023,Recent,Pacific,Panama,Saboga,Perciformes,Chaenopsidae,Acanthemblemaria,,hancocki,,,Acanthemblemaria hancocki,1.813,1.642,2,0.38,0.38,"Myers & Reid, 1936",Hannah Rempel,Brigida De Gracia
OTO-450-631,31-08-2023,Recent,Pacific,Panama,Saboga,Perciformes,Chaenopsidae,Acanthemblemaria,,hancocki,,,Acanthemblemaria hancocki,2.286,1.952,2,0.52,0.51,"Myers & Reid, 1936",Hannah Rempel,Brigida De Gracia
OTO-450-632,31-08-2023,Recent,Pacific,Panama,Saboga,Perciformes,Chaenopsidae,Acanthemblemaria,,hancocki,,,Acanthemblemaria hancocki,2.719,2.437,2,0.7,0.63,"Myers & Reid, 1936",Hannah Rempel,Brigida De Gracia
OTO-450-633,31-08-2023,Recent,Pacific,Panama,Saboga,Perciformes,Chaenopsidae,Acanthemblemaria,,hancocki,,,Acanthemblemaria hancocki,3.051,2.614,2,0.7,0.71,"Myers & Reid, 1936",Hannah Rempel,Brigida De Gracia
OTO-450-634,31-08-2023,Recent,Pacific,Panama,Saboga,Perciformes,Chaenopsidae,Acanthemblemaria,,hancocki,,,Acanthemblemaria hancocki,3.817,3.465,2,1,0.87,"Myers & Reid, 1936",Hannah Rempel,Brigida De Gracia
OTO-393-342,2016,Recent,Caribbean,Colón,Cacique,Perciformes,Chaetodontidae,Chaetodon,,capistratus,,,Chaetodon capistratus ,,,2,,,"Linnaeus, 1758",,Aaron's Team Cacique
OTO-393-343,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Chaetodontidae,Chaetodon,,capistratus,,,Chaetodon capistratus ,,,2,,,"Linnaeus, 1758",,Brigida de Gracia
OTO-393-404,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Chaetodontidae,Chaetodon,,capistratus,,,Chaetodon capistratus ,5.84,,2,,,"Linnaeus, 1758",,Brigida de Gracia
OTO-393-405,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Chaetodontidae,Chaetodon,,capistratus,,,Chaetodon capistratus ,5.325,,2,,,"Linnaeus, 1758",,Brigida de Gracia
OTO-393-406,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Chaetodontidae,Chaetodon,,capistratus,,,Chaetodon capistratus ,4.154,,2,,,"Linnaeus, 1758",,Brigida de Gracia
OTO-393-407,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Chaetodontidae,Chaetodon,,capistratus,,,Chaetodon capistratus ,4.403,,2,,,"Linnaeus, 1758",,Brigida de Gracia
OTO-393-421,2016,Recent,Pacific,Bahía de Panama,,Perciformes,Chaetodontidae,Chaetodon,,humeralis,,,Chaetodon humeralis ,,,2,,,"Günther, 1860",Michele Pierotti,Brigida de Gracia
OTO-393-422,2023,Recent,Pacific,Bahía de Panama,Isla Naos,Perciformes,Chaetodontidae,Chaetodon,,humeralis,,,Chaetodon humeralis ,7.8,6.5,2,,2.95,"Günther, 1860",Everardo Duartes,Brigida de Gracia
OTO-393-423,2023,Recent,Pacific,Bahía de Panama,Isla Naos,Perciformes,Chaetodontidae,Chaetodon,,humeralis,,,Chaetodon humeralis ,8.2,6.5,2,2.85,2.85,"Günther, 1860",Everardo Duartes,Brigida de Gracia
OTO-393-424,2023,Recent,Pacific,Bahía de Panama,Isla Naos,Perciformes,Chaetodontidae,Chaetodon,,humeralis,,,Chaetodon humeralis ,8.9,7.2,2,3.19,3.18,"Günther, 1860",Everardo Duartes,Brigida de Gracia
OTO-393-425,2023,Recent,Pacific,Bahía de Panama,Isla Naos,Perciformes,Chaetodontidae,Chaetodon,,humeralis,,,Chaetodon humeralis ,7.8,6.7,2,2.74,2.69,"Günther, 1860",Everardo Duartes,Brigida de Gracia
OTO-393-426,2023,Recent,Pacific,Bahía de Panama,Isla Naos,Perciformes,Chaetodontidae,Chaetodon,,humeralis,,,Chaetodon humeralis ,8.4,7.3,2,2.93,3.02,"Günther, 1860",Everardo Duartes,Brigida de Gracia
OTO-393-427,2022,Recent,Pacific,Coiba,Granito de Oro,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,9.4,7.7,2,3.51,3.41,"Gill, 1862",Natasha Hinojosa,Brigida de Gracia
OTO-393-428,2021,Recent,Pacific,Coiba,Coibita,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,12,9.9,2,4.3,4.11,"Gill, 1862",Natasha Hinojosa,Brigida de Gracia
OTO-393-429,2021,Recent,Pacific,Coiba,Coibita,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,11,9.5,2,3.95,3.91,"Gill, 1862",Natasha Hinojosa,Brigida de Gracia
OTO-393-430,2021,Recent,Pacific,Las Perlas,Saboga,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,10.6,9,2,3.84,3.86,"Gill, 1862",Natasha Hinojosa,Brigida de Gracia
OTO-393-431,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,13.9,11,2,4.36,4.35,"Gill, 1862",Natasha Hinojosa,Brigida de Gracia
OTO-393-432,2021,Recent,Pacific,Coiba,Machete,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,11.6,9.5,2,3.54,4,"Gill, 1862",,Estephany Martinez
OTO-393-433,2021,Recent,Pacific,Coiba,Cocos,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,10,8,2,3.85,3.97,"Gill, 1862",,Estephany Martinez
OTO-393-434,2021,Recent,Pacific,Coiba,Coibita,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,10.7,8.8,2,3.96,3.97,"Gill, 1862",},Estephany Martinez
OTO-393-435,2021,Recent,Pacific,Coiba,Machete,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,12,9.9,2,4,4,"Gill, 1862",,Estephany Martinez
OTO-393-436,2021,Recent,Pacific,Coiba,Coco,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,10.6,8.8,2,4,4,"Gill, 1862",,Estephany Martinez
OTO-393-437,2021,Recent,Pacific,Las Perlas,Saboga,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,10.2,8,2,3.99,3.98,"Gill, 1862",,Estephany Martinez
OTO-393-438,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,13.8,11.4,2,4.32,4.28,"Gill, 1862",,Estephany Martinez
OTO-393-439,2022,Recent,Pacific,Coiba,Afuera,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,11.7,9.8,2,4,4,"Gill, 1862",,Estephany Martinez
OTO-393-44,2013,Recent,Caribbean,Bocas del Toro,Bastimentos,Perciformes,Chaetodontidae,Chaetodon,,ocellatus,,,Chaetodon ocellatus ,12.3,,2,,,"Bloch, 1787",Marcos Alvarez,Maria Concepcion
OTO-393-440,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,12.9,10.5,2,4.22,4.28,"Gill, 1862",,Estephany Martinez
OTO-393-441,2022,Recent,Pacific,Las Perlas,Chapera,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,14,11.7,2,4.24,4.25,"Gill, 1862",,Estephany Martinez
OTO-393-442,2021,Recent,Pacific,Coiba,Coibita,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,12.5,10.1,2,4.1,4,"Gill, 1862",,Estephany Martinez
OTO-393-443,2022,Recent,Pacific,Las Perlas,Chapera,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,13.5,10.9,2,4.41,4.56,"Gill, 1862",,Estephany Martinez
OTO-393-444,2022,Recent,Pacific,Coiba,Granito ,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,11,8.9,2,4,4,"Gill, 1862",,Estephany Martinez
OTO-393-445,2022,Recent,Pacific,Coiba,Granito de Oro,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,6.5,5.2,2,2.96,2.55,"Gill, 1862",,Estephany Martinez
OTO-393-446,2021,Recent,Pacific,Las Perlas,Saboga,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,10.3,8.1,2,3.85,3.89,"Gill, 1862",,Estephany Martinez
OTO-393-447,2022,Recent,Pacific,Las Perlas,Saboga Rocks,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,14.5,12.2,2,4,4,"Gill, 1862",,Estephany Martinez
OTO-393-448,2021,Recent,Pacific,Coiba,Coibita,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,8.2,7.5,2,3,3,"Gill, 1862",,Estephany Martinez
OTO-393-449,2021,Recent,Pacific,Coiba,Machete,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,11.1,9.8,2,4,4,"Gill, 1862",,Estephany Martinez
OTO-393-45,2013,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Chaetodontidae,Chaetodon,,striatus,,,Chaetodon striatus ,11.5,,1,,,"Linnaeus, 1758",Marcos Alvarez,Maria Concepcion
OTO-393-450,2021,Recent,Pacific,Las Perlas,Chapera,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,14.5,11.9,2,4.83,4.75,"Gill, 1862",,Estephany Martinez
OTO-393-451,2021,Recent,Pacific,Coiba,Coibita,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,11.1,8.9,2,4,3.98,"Gill, 1862",,Estephany Martinez
OTO-393-452,2021,Recent,Pacific,Las Perlas,Chapera,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,9.2,7.6,2,3.5,3.54,"Gill, 1862",,Estephany Martinez
OTO-393-453,2021,Recent,Pacific,Coiba,Cocos,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,6.9,5.6,2,2.89,2.92,"Gill, 1862",,Estephany Martinez
OTO-393-454,2021,Recent,Pacific,Coiba,Coibita,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,11.5,9.3,2,4,4,"Gill, 1862",,Estephany Martinez
OTO-393-455,2021,Recent,Pacific,Coiba,Coibita,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,10,8,2,4,3,"Gill, 1862",,Estephany Martinez
OTO-393-456,2021,Recent,Pacific,Coiba,Coco,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,9.4,7.8,2,3.28,3.24,"Gill, 1862",,Estephany Martinez
OTO-393-457,2022,Recent,Pacific,Coiba,Granito,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,10.9,8.9,2,3.94,4,"Gill, 1862",,Estephany Martinez
OTO-393-458,2021,Recent,Pacific,Coiba,Coibita,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,11.1,8.6,2,4,4,"Gill, 1862",,Estephany Martinez
OTO-393-459,2021,Recent,Pacific,Coiba,Cocos,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,11.6,9.4,2,4.09,4.02,"Gill, 1862",,Estephany Martinez
OTO-393-46,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Chaetodontidae,Chaetodon,,capistratus,,,Chaetodon capistratus ,,,1,,,"Linnaeus, 1758",Marcos Alvarez,Maria Concepcion
OTO-393-460,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,14.2,11.3,2,3.56,4.38,"Gill, 1862",,Estephany Martinez
OTO-393-461,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,5.7,4.8,2,2,2,"Gill, 1862",,Estephany Martinez
OTO-393-462,2021,Recent,Pacific,Coiba,Cocos,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,11.2,9.8,2,4,4,"Gill, 1862",,Estephany Martinez
OTO-393-463,2021,Recent,Pacific,Coiba,Coco,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,9.4,7.6,2,3.08,3,"Gill, 1862",,Estephany Martinez
OTO-393-464,2022,Recent,Pacific,Coiba,Granito de Oro,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,6.7,5.4,2,2.22,2.31,"Gill, 1862",,Estephany Martinez
OTO-393-465,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,13.5,10.9,2,4.51,4.1,"Gill, 1862",,Estephany Martinez
OTO-393-466,2021,Recent,Pacific,Las Perlas,Saboga,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,10.5,8.5,1,3.05,,"Gill, 1862",,Estephany Martinez
OTO-393-467,2021,Recent,Pacific,Coiba,Machete,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,11.6,9.6,2,,4.03,"Gill, 1862",,Estephany Martinez
OTO-393-468,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,13.8,11.3,2,4.53,4.48,"Gill, 1862",,Estephany Martinez
OTO-393-469,2021,Recent,Pacific,Coiba,Coibita,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,12.4,10.1,2,4,4.02,"Gill, 1862",,Estephany Martinez
OTO-393-47,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Chaetodontidae,Chaetodon,,ocellatus,,,Chaetodon ocellatus ,12.7,,2,,,"Bloch, 1787",Ricardo Taylor,Brigida de Gracia
OTO-393-470,2021,Recent,Pacific,Coiba,Coibita,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,10.8,9.2,2,4,4,"Gill, 1862",,Estephany Martinez
OTO-393-471,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Chaetodontidae,Johnrandallia,,nigrirostris,,,Johnrandallia nigrirostris,12.9,10.3,2,4.1,4,"Gill, 1862",,Estephany Martinez
